record_id,merchant_id,transaction_date,value_date,description,reference_number,debit_amount_paise,credit_amount_paise,balance_paise,bank_name,account_number
banktxn_dlzj73fg54esc818,merch_zomato,2026-06-28,2026-06-28,NEFT/RAZORPAY/U5N5YEEEENPANL17/setl_75kjhjwm09,U5N5YEEEENPANL17,,319198,,ICICI,XXXXXX8830
banktxn_kccafp46zooj74l5,merch_lenskart,2026-01-02,2026-01-02,NEFT/RAZORPAY/9SNC8OIWPC835F0P/setl_71kpqc8qbh,9SNC8OIWPC835F0P,,291427,,HDFC,XXXXXX9910
banktxn_f6rqgorx09pzuizm,merch_zomato,2026-03-03,2026-03-03,NEFT/RAZORPAY/M7VGFJB71YJFYWC1/setl_75kjhjwm09,M7VGFJB71YJFYWC1,,98189,,ICICI,XXXXXX8830
banktxn_ha4j7n9fzssxv310,merch_apollo,2026-03-07,2026-03-07,NEFT/RAZORPAY/82QK4PM58PKGUCU2/setl_mbcw6hzs4i,82QK4PM58PKGUCU2,,0,,HDFC,XXXXXX4021
banktxn_lrnneh139rv5q4t8,merch_bluedart,2026-02-28,2026-02-28,NEFT/RAZORPAY/X6TN2TV94WZ1RQM3/setl_asrvbb1v54,X6TN2TV94WZ1RQM3,,406869,,Kotak,XXXXXX5567
banktxn_g4eyqk4toveu9vam,merch_bluedart,2026-02-01,2026-02-01,NEFT/RAZORPAY/UESZRPKMU7LLUA2C/setl_asrvbb1v54,UESZRPKMU7LLUA2C,,1888063,,Kotak,XXXXXX5567
banktxn_csepctmu2x4l4y0t,merch_bluedart,2026-06-01,2026-06-01,NEFT/RAZORPAY/EXJKFKHPY7QOBC30/setl_asrvbb1v54,EXJKFKHPY7QOBC30,,20464,,Kotak,XXXXXX5567
banktxn_d15g8cl8vhfi2t4p,merch_bluedart,2026-01-28,2026-01-28,NEFT/RAZORPAY/MCZDVRTEAQJARQSS/setl_asrvbb1v54,MCZDVRTEAQJARQSS,,1191192,,Kotak,XXXXXX5567
banktxn_aqo8jeh6ty4jx2yo,merch_urbanco,2026-02-05,2026-02-05,NEFT/RAZORPAY/PNIK54R33B89RLRV/setl_5gosdl9wco,PNIK54R33B89RLRV,,173981,,Axis,XXXXXX1147
banktxn_qpb2rzkpq209wzlj,merch_urbanco,2026-04-21,2026-04-21,NEFT/RAZORPAY/D55B49LLELD8I7AR/setl_5gosdl9wco,D55B49LLELD8I7AR,,45031,,Axis,XXXXXX1147
banktxn_eejhfvivn3rdpzld,merch_nykaa,2026-05-06,2026-05-06,NEFT/RAZORPAY/2CGCI5S433ELV2LY/setl_m2tthrsgdc,2CGCI5S433ELV2LY,,634879,,RazorpayX,RZPX00XXXX2201
banktxn_56ixoavwc8wikcx7,merch_zomato,2026-03-07,2026-03-07,NEFT/RAZORPAY/GRGB9NN88V4B0UJH/setl_e0umosjkft,GRGB9NN88V4B0UJH,,167447,,ICICI,XXXXXX8830
banktxn_qs4oizgfm7imip8o,merch_nykaa,2026-04-06,2026-04-06,NEFT/RAZORPAY/DJURHKBC9KCUUIBA/setl_m2tthrsgdc,DJURHKBC9KCUUIBA,,169139,,RazorpayX,RZPX00XXXX2201
banktxn_0zi2unxwa89u8jwk,merch_zomato,2026-05-28,2026-05-28,NEFT/RAZORPAY/BD82PQ9S8L2V0482/setl_e0umosjkft,BD82PQ9S8L2V0482,,62139,,ICICI,XXXXXX8830
banktxn_yuvsilh7wyeow0yx,merch_zomato,2026-01-05,2026-01-05,NEFT/RAZORPAY/2YEJ3R9O9NEPJJ4H/setl_e0umosjkft,2YEJ3R9O9NEPJJ4H,,122914,,ICICI,XXXXXX8830
banktxn_vb32fs8jv3g7m5c3,merch_nykaa,2026-05-23,2026-05-23,NEFT/RAZORPAY/2I6I7XNQ8FFDYF7P/setl_m2tthrsgdc,2I6I7XNQ8FFDYF7P,,14161,,RazorpayX,RZPX00XXXX2201
banktxn_zpue3c6osbx6ywny,merch_zomato,2026-04-10,2026-04-10,NEFT/RAZORPAY/DY734XSFDBIU6LAL/setl_e0umosjkft,DY734XSFDBIU6LAL,,80696,,ICICI,XXXXXX8830
banktxn_axlw4ixy0kl4mlqv,merch_lenskart,2026-02-26,2026-02-26,NEFT/RAZORPAY/ZYFFCDSXVDEKX3KZ/setl_71kpqc8qbh,ZYFFCDSXVDEKX3KZ,,0,,HDFC,XXXXXX9910
banktxn_80xbtvcgzdbgx1vg,merch_zomato,2026-03-29,2026-03-29,NEFT/RAZORPAY/18781VRLXDMV7UXR/setl_e0umosjkft,18781VRLXDMV7UXR,,721318,,ICICI,XXXXXX8830
banktxn_xr9nemodgyvib8gd,merch_urbanco,2026-05-08,2026-05-06,NEFT/RAZORPAY/SP93TAOQF7YNWLB6/setl_5gosdl9wco,SP93TAOQF7YNWLB6,,82694,,Axis,XXXXXX1147
banktxn_spmvrptmx5djeiht,merch_zomato,2026-06-19,2026-06-19,NEFT/RAZORPAY/SETTLEMENT CREDIT,,,0,,ICICI,XXXXXX8830
banktxn_52ustcnffqg5hj5a,merch_nykaa,2026-03-21,2026-03-21,NEFT/RAZORPAY/MCFXCTED72SJSP1C/setl_m2tthrsgdc,MCFXCTED72SJSP1C,,54287,,RazorpayX,RZPX00XXXX2201
banktxn_hx173l75wi8oj70a,merch_lenskart,2026-06-06,2026-06-06,NEFT/RAZORPAY/X2XKQRM97ODJXUZO/setl_71kpqc8qbh,X2XKQRM97ODJXUZO,,480755,,HDFC,XXXXXX9910
banktxn_hsm5lafxlzs9m1ot,merch_zomato,2026-02-10,2026-02-10,NEFT/RAZORPAY/I4TFFO7AEDCZ5ZGL/setl_e0umosjkft,I4TFFO7AEDCZ5ZGL,,441723,,ICICI,XXXXXX8830
banktxn_2yjbwk3ss28dry53,merch_lenskart,2026-04-25,2026-04-25,NEFT/RAZORPAY/OFXXAWABS0PUVTVF/setl_71kpqc8qbh,OFXXAWABS0PUVTVF,,476219,,HDFC,XXXXXX9910
banktxn_h3zguom91mobbjt7,merch_apollo,2026-04-27,2026-04-27,NEFT/RAZORPAY/006XJTRONCMO1S59/setl_ueqo5pt7sr,006XJTRONCMO1S59,,127091,,HDFC,XXXXXX4021
banktxn_vz7wg7jtobfw2apv,merch_urbanco,2026-01-09,2026-01-09,NEFT/RAZORPAY/FDR5Z6FKLRNTAT9Z/setl_5gosdl9wco,FDR5Z6FKLRNTAT9Z,,143238,,Axis,XXXXXX1147
banktxn_ysx03kbg9e8mmgcc,merch_bluedart,2026-06-06,2026-06-06,NEFT/RAZORPAY/1DLWS5V3B03MKN06/setl_asrvbb1v54,1DLWS5V3B03MKN06,,0,,Kotak,XXXXXX5567
banktxn_jba6dyidd85fe233,merch_zomato,2026-01-03,2026-01-03,NEFT/RAZORPAY/ZMOHMX5S4D2EA9ZI/setl_e0umosjkft,ZMOHMX5S4D2EA9ZI,,897032,,ICICI,XXXXXX8830
banktxn_ytgs9qsdaox7eq4l,merch_urbanco,2026-05-04,2026-05-04,NEFT/RAZORPAY/S75XU8IX7XS1RCDU/setl_g44bhb9q3r,S75XU8IX7XS1RCDU,,15442,,Axis,XXXXXX1147
banktxn_prd8lrwyomsjwfpt,merch_nykaa,2026-02-25,2026-02-25,NEFT/RAZORPAY/VTYWU7C0WGWDV802/setl_0q70r2eex9,VTYWU7C0WGWDV802,,971496,,RazorpayX,RZPX00XXXX2201
banktxn_l8vg97p6mvmj70gk,merch_urbanco,2026-04-28,2026-04-28,NEFT/RAZORPAY/BQIVV1U1DILOB4MM/setl_g44bhb9q3r,BQIVV1U1DILOB4MM,,208926,,Axis,XXXXXX1147
banktxn_nfytvn7j8kw1vi9a,merch_nykaa,2026-06-21,2026-06-21,NEFT/RAZORPAY/NAGHJM1SRKJTXW6K/setl_0q70r2eex9,NAGHJM1SRKJTXW6K,,11183,,RazorpayX,RZPX00XXXX2201
banktxn_sr6mzg9m55yuibaf,merch_nykaa,2026-06-11,2026-06-11,NEFT/RAZORPAY/B8PECS22M74D5B99/setl_0q70r2eex9,B8PECS22M74D5B99,,346587,,RazorpayX,RZPX00XXXX2201
banktxn_zik6bqlbvqqsf6ln,merch_nykaa,2026-01-16,2026-01-16,NEFT/RAZORPAY/SETTLEMENT CREDIT,,,229336,,RazorpayX,RZPX00XXXX2201
banktxn_64g0zhwtg9q7mjt7,merch_bluedart,2026-01-08,2026-01-08,NEFT/RAZORPAY/1L8M5DPBUBKYP7WB/setl_asrvbb1v54,1L8M5DPBUBKYP7WB,,219793,,Kotak,XXXXXX5567
banktxn_hx67t99l7bkujx7m,merch_zomato,2026-03-30,2026-03-30,NEFT/RAZORPAY/O6CGOZEF8UPP5ODW/setl_e0umosjkft,O6CGOZEF8UPP5ODW,,17372,,ICICI,XXXXXX8830
banktxn_bzl60f04qh2h1etp,merch_lenskart,2026-04-23,2026-04-23,NEFT/RAZORPAY/RCI8DK8HCV72H6TP/setl_71kpqc8qbh,RCI8DK8HCV72H6TP,,1681324,,HDFC,XXXXXX9910
banktxn_rc12orkz3ih1pqjj,merch_nykaa,2026-06-23,2026-06-23,NEFT/RAZORPAY/BG0F3A8WEJCOHJNO/setl_0q70r2eex9,BG0F3A8WEJCOHJNO,,395955,,RazorpayX,RZPX00XXXX2201
banktxn_teiwkrcnu88c5k8p,merch_bluedart,2026-06-21,2026-06-21,NEFT/RAZORPAY/ERGOJJ897PQXAWRV/setl_asrvbb1v54,ERGOJJ897PQXAWRV,,746492,,Kotak,XXXXXX5567
banktxn_28ouj6b5pewagkob,merch_urbanco,2026-06-03,2026-06-03,NEFT/RAZORPAY/8ADAFMJECVGKDRLP/setl_g44bhb9q3r,8ADAFMJECVGKDRLP,,252446,,Axis,XXXXXX1147
banktxn_phaxrcxqw06bqoc3,merch_nykaa,2026-04-02,2026-04-02,NEFT/RAZORPAY/AY03QGXQ7KSTDBHP/setl_0q70r2eex9,AY03QGXQ7KSTDBHP,,0,,RazorpayX,RZPX00XXXX2201
banktxn_y0pogjznquzowapw,merch_apollo,2026-06-21,2026-06-21,NEFT/RAZORPAY/1PXIJFDX1AKHV5BU/setl_ueqo5pt7sr,1PXIJFDX1AKHV5BU,,140014,,HDFC,XXXXXX4021
banktxn_2pelm6v9pcihmkqn,merch_zomato,2026-03-24,2026-03-22,NEFT/RAZORPAY/71M2JJAY6QJKW2X6/setl_e0umosjkft,71M2JJAY6QJKW2X6,,642694,,ICICI,XXXXXX8830
banktxn_nyhyzkjtqb0reiwo,merch_zomato,2026-03-24,2026-03-24,NEFT/RAZORPAY/2S44DWCM4GRFNITP/setl_3n275o118r,2S44DWCM4GRFNITP,,482866,,ICICI,XXXXXX8830
banktxn_hr5p7l34yq1l0fk2,merch_lenskart,2026-03-07,2026-03-07,NEFT/RAZORPAY/W97TRR3EYFGVXR9Q/setl_71kpqc8qbh,W97TRR3EYFGVXR9Q,,169236,,HDFC,XXXXXX9910
banktxn_le1hjkotmw4zpf8j,merch_lenskart,2026-04-16,2026-04-16,NEFT/RAZORPAY/ZT14M8M3QFLJ7RSX/setl_71kpqc8qbh,ZT14M8M3QFLJ7RSX,,508690,,HDFC,XXXXXX9910
banktxn_ql12f41yktzzakxh,merch_lenskart,2026-06-11,2026-06-11,NEFT/RAZORPAY/QY5EW7182YVJ2BYE/setl_71kpqc8qbh,QY5EW7182YVJ2BYX,,116989,,HDFC,XXXXXX9910
banktxn_j6twpw2gaxyvwakx,merch_nykaa,2026-03-04,2026-03-04,NEFT/RAZORPAY/8S9Q0OLURWARU9XB/setl_0q70r2eex9,8S9Q0OLURWARU9XB,,108753,,RazorpayX,RZPX00XXXX2201
banktxn_0j91omkhh0z0kz9x,merch_lenskart,2026-01-10,2026-01-10,NEFT/RAZORPAY/5Q16R5NJAMFK8NFS/setl_6vkozapy4g,5Q16R5NJAMFK8NFS,,682555,,HDFC,XXXXXX9910
banktxn_zrrden5kwy1t0kc8_split2,merch_zomato,2026-04-28,2026-04-28,NEFT/RAZORPAY/FVY5HL01A6ST3NK9/setl_n2p6lw4hzy,FVY5HL01A6ST3NK9,,113877,,ICICI,XXXXXX8830
banktxn_tv7m57g7epjjsua6_split2,merch_zomato,2026-05-22,2026-05-22,NEFT/RAZORPAY/QWONBUJX7BQIKIX8/setl_75kjhjwm09,QWONBUJX7BQIKIX8,,62023,,ICICI,XXXXXX8830
banktxn_51ja1wi5wbyqkh2t_split2,merch_lenskart,2026-05-23,2026-05-23,NEFT/RAZORPAY/O6SH31NVNXDGIMHA/setl_aotum1hp6p,O6SH31NVNXDGIMHA,,147005,,HDFC,XXXXXX9910
banktxn_btnngv37hbl1fcrf_split2,merch_lenskart,2026-03-28,2026-03-28,NEFT/RAZORPAY/W3ZMPZFK3M6XFHJ1/setl_8msqkv5blg,W3ZMPZFK3M6XFHJ1,,4990,,HDFC,XXXXXX9910
banktxn_ri65651q6vy6sw2i_split2,merch_lenskart,2026-02-04,2026-02-04,NEFT/RAZORPAY/YRXL7BTRNBZAYROI/setl_feoxkbs04v,YRXL7BTRNBZAYROI,,49234,,HDFC,XXXXXX9910
banktxn_ec7v5gtkmg4azaib_split2,merch_lenskart,2026-01-09,2026-01-09,NEFT/RAZORPAY/XN1AF1M1RRS6GYLE/setl_b1c5euzy3a,XN1AF1M1RRS6GYLE,,58186,,HDFC,XXXXXX9910
